_step,step,eval/episode_reward,eval/episode_success_any,eval_idx,variant,seed,run_id,run_name
7888384.0,7888384.0,4.96875,0.203125,29,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
8142336.0,8142336.0,4.91796875,0.21484375,30,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
8396288.0,8396288.0,4.703125,0.1953125,31,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
8650240.0,8650240.0,5.4140625,0.23046875,32,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
8904192.0,8904192.0,7.21484375,0.2734375,33,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
9158144.0,9158144.0,5.74609375,0.2421875,34,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
9412096.0,9412096.0,5.55859375,0.2109375,35,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
9666048.0,9666048.0,5.53125,0.23046875,36,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
9920000.0,9920000.0,6.30859375,0.2578125,37,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
10173952.0,10173952.0,6.43359375,0.2734375,38,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
10427904.0,10427904.0,6.40234375,0.27734375,39,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
10681856.0,10681856.0,7.15625,0.2890625,40,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
10935808.0,10935808.0,7.19140625,0.29296875,41,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
11189760.0,11189760.0,6.7421875,0.2734375,42,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
11443712.0,11443712.0,7.5390625,0.2734375,43,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
11697664.0,11697664.0,5.52734375,0.2109375,44,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
11951616.0,11951616.0,6.0546875,0.24609375,45,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
12205568.0,12205568.0,7.01953125,0.2578125,46,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
12459520.0,12459520.0,6.2734375,0.23046875,47,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
12713472.0,12713472.0,8.8359375,0.296875,48,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
12967424.0,12967424.0,6.44921875,0.2421875,49,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
13221376.0,13221376.0,7.953125,0.26171875,50,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
13475328.0,13475328.0,9.2890625,0.3125,51,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
13729280.0,13729280.0,5.953125,0.21875,52,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
13983232.0,13983232.0,7.29296875,0.29296875,53,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
14237184.0,14237184.0,8.65234375,0.33203125,54,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
